name,mjd,freq,bw,tobs,dt,df,betaeta,betaetaerr
m2004-08-31-09.rf.pcm.dynspec,53248.38869402041,1405.5,51.0,3854.73,17.0,0.5,4807.105388351814,1141.8832794904263
m2004-09-11-09.rf.pcm.dynspec,53259.38419176281,1404.75,49.5,3854.19,17.0,0.5,6878.906184866535,9076.701634576955
m2004-09-24-02.rf.pcm.dynspec,53272.092895918235,1404.75,49.5,3866.07,17.0,0.5,7802.252779515067,2719.4143153396853
m2004-09-26-00.rf.pcm.dynspec,53274.01869466983,1404.75,49.5,3853.21,17.0,0.5,10033.742514486581,4496.471634552665
m2004-11-06-00.rf.pcm.dynspec,53315.02136766051,1404.75,49.5,3835.4,17.0,0.5,7519.348160407831,3463.026830793292
m2004-12-01-20.rf.pcm.dynspec,53340.84521024671,1404.75,49.5,3858.21,17.0,0.5,3436.634289152386,800.1727328063367
m2005-02-17-14.rf.pcm.dynspec,53418.60713151331,1404.75,49.5,2851.57,17.0,0.5,7857.583636561849,5167.839474170285
m2005-03-23-12.rf.pcm.dynspec,53452.53517550431,1404.75,49.5,1559.72,17.0,0.5,5063.64605871326,2761.815166322251
m2005-03-23-13.rf.pcm.dynspec,53452.55828901991,1404.75,49.5,1860.01,17.0,0.5,1966.6866467608927,703.6542446205833
m2005-05-10-18.rf.pcm.dynspec,53500.75586999051,1404.75,49.5,3857.74,17.0,0.5,10388.005109703845,4200.643031381242
m2005-05-26-13.rf.pcm.dynspec,53516.54753667691,1404.75,49.5,3857.8,17.0,0.5,678.4401501700867,188.77614649945897
m2005-06-27-08.rf.pcm.dynspec,53548.36271032311,1404.75,49.5,3749.47,17.0,0.5,615.1654563752097,97.33610144728459
m2005-06-27-16.rf.pcm.dynspec,53548.67804599161,1404.75,49.5,2826.79,17.0,0.5,1391.3864863787076,792.207762084488
m2005-11-13-23.rf.pcm.dynspec,53687.98418169741,1339.5,44.0,3697.55,67.0,0.5,7686.486931731789,2734.0200704629806
m2005-11-29-19.rf.pcm.dynspec,53703.8148860448,1339.5,44.0,3840.24,17.0,0.5,16399.33164338934,7547.937270207027
m2005-12-19-20.rf.pcm.dynspec,53723.85897725901,1339.5,44.0,3883.58,67.0,0.5,12446.549317144798,3886.962078170396
m2005-12-20-19.rf.pcm.dynspec,53724.808040955606,1339.5,44.0,3883.51,67.0,0.5,12150.996820877273,2765.2539866172688
m2006-01-04-17.rf.pcm.dynspec,53739.71947600381,1339.75,44.5,3874.78,67.0,0.5,12256.4030956092,4236.078410536369
m2006-03-22-00.rf.pcm.dynspec,53816.00202137211,1340.75,49.5,1444.99,66.0,0.50001,6305.835177535163,2171.119755122736
m2006-04-07-15.rf.pcm.dynspec,53832.64276330461,1340.75,49.5,3874.25,67.0,0.5,6184.471030763468,1870.233890068672
m2006-04-21-21.rf.pcm.dynspec,53846.88512409371,1340.75,49.5,3874.26,67.0,0.5,10116.881053343664,2687.204107348965
m2006-05-11-10.rf.pcm.dynspec,53866.42909401661,1340.75,49.5,3727.67,67.0,0.5,17205.345212877062,9701.862750118346
m2006-05-27-08.rf.pcm.dynspec,53882.37355036431,1340.75,49.5,3881.66,67.0,0.5,19522.730833329315,10961.123953833297
m2006-06-14-09.rf.pcm.dynspec,53900.41012333531,1341.5,51.0,3731.7,67.0,0.5,7547.9780197491855,3538.8589595083135
m2006-06-16-17.rf.pcm.dynspec,53902.74415098031,1340.75,49.5,2786.12,66.0,0.5,18737.119201943224,124.81477926795509
m2006-07-01-05.rf.pcm.dynspec,53917.22424448571,1339.5,44.0,3874.27,67.0,0.5,14361.25200961404,4139.162104372868
m2006-07-01-06.rf.pcm.dynspec,53917.26995059191,1340.75,49.5,3874.53,67.0,0.50001,20197.660840842647,9814.113251032188
m2006-07-16-15.rf.pcm.dynspec,53932.65250345031,1339.75,44.5,3697.35,67.0,0.5,12179.12118838828,3714.8004184668434
m2006-08-19-02.rf.pcm.dynspec,53966.11834065061,1339.75,44.5,3422.05,67.0,0.5,2026.4153667590294,649.1392366618901
m2006-11-02-21.rf.pcm.dynspec,54041.89610633721,1339.5,44.0,1827.87,8.0,0.50001,3518.1394609676563,1242.502145665787
m2006-11-26-20.rf.pcm.dynspec,54065.83963720211,1339.75,44.5,3874.84,67.0,0.5,2569.986641241513,632.7566095488337
m2007-02-05-17.rf.pcm.dynspec,54136.734362562,1404.0,45.0,3874.58,67.0,0.49999,11205.803200828119,4967.988645336978
m2007-02-17-01.rf.pcm.dynspec,54148.0748950779,1404.0,45.0,2080.08,67.0,0.5,3098.1361178829907,966.8274366772342
m2007-03-26-13.rf.pcm.dynspec,54185.5641082841,1404.0,45.0,3874.55,67.0,0.5,18562.97382481662,4813.651326866172
m2007-06-04-18.rf.pcm.dynspec,54255.7688303416,1404.0,44.0,3874.9,67.0,0.5,1266.3288324740847,86.86570437287014
m2007-06-26-08.rf.pcm.dynspec,54277.3620132015,1340.0,45.0,3874.76,67.0,0.50001,14725.9853024861,5667.112660774781
m2007-07-29-13.rf.pcm.dynspec,54310.5791543233,1340.0,44.0,3820.55,67.0,0.50001,4587.728315905561,726.6856638420348
m2007-08-13-06.rf.pcm.dynspec,54325.2822679156,1340.0,44.0,3820.63,67.0,0.50001,2268.599374607791,764.2140119141329
m2008-02-12-02.rf.pcm.dynspec,54508.086982397865,1339.75,45.5,3211.7,67.0,0.5,1748.6874359465526,450.4725666528583
m2008-06-14-06.rf.pcm.dynspec,54631.27680238271,1340.0,45.0,3881.69,67.0,0.5,10292.001144420896,2703.0424415163984
m2008-10-15-02.rf.pcm.dynspec,54754.12401303341,1340.0,46.0,3874.25,67.0,0.5,1409.7901103005947,310.580348270733
m2008-12-31-04.rf.pcm.dynspec,54831.17092256091,1340.0,46.0,3881.33,67.0,0.5,3724.037014406842,781.8999439723854
m2009-02-10-17.rf.pcm.dynspec,54872.73768203271,1340.0,46.0,3881.68,67.0,0.5,7146.0296825520245,3372.23443043443
m2009-04-09-18.rf.pcm.dynspec,54930.78501991664,1340.0,46.0,1925.21,66.0,0.5,1226.2027640537867,573.6359783441579
m2009-04-24-21.rf.pcm.dynspec,54945.90044815741,1340.0,46.0,2185.45,66.0,0.5,18532.662171159718,5981.238277298484
m2009-07-26-05.rf.pcm.dynspec,55038.24264215301,1340.0,46.0,3880.53,67.0,0.5,2546.4934352044766,428.0712120991802
m2009-11-10-21.rf.pcm.dynspec,55145.89830169321,1340.0,46.0,3873.11,67.0,0.5,3876.453944458711,1102.6815279626421
m2010-05-04-16.rf.pcm.dynspec,55320.69703173228,1340.0,47.0,3874.7,67.0,0.5,4261.636256447962,1191.5554785280492
m2010-06-01-19.rf.pcm.dynspec,55348.80234406434,1341.0,52.0,1779.32,66.0,0.5,6732.808132241525,1460.5877755587305
m2010-06-02-14.rf.pcm.dynspec,55349.615446048236,1341.0,52.0,3874.42,67.0,0.5,26527.88300505931,8874.187416698405
m2010-06-02-16.rf.pcm.dynspec,55349.69934627813,1341.0,52.0,3738.69,67.0,0.5,32164.96508401979,9337.034019048988
m2010-06-02-18.rf.pcm.dynspec,55349.755237565834,1341.0,52.0,3874.94,67.0,0.5,23035.551690005672,8785.413536373497
n2002-12-14-06.rf.pcm.dynspec,52622.26133539934,1341.75,51.0,1992.85,17.0,0.5,1838.7491361837,623.3701235616606
n2002-12-14-06.rf.pcm.dynspec,52622.26133539934,1341.75,51.0,1992.85,17.0,0.5,1838.7491361837,623.3701235616606
n2003-08-29-10.rf.pcm.dynspec,52880.44996724821,1341.5,51.0,1810.27,17.0,0.5,5239.994216326034,2749.1705916890787
n2004-03-06-13.rf.pcm.dynspec,53070.582259386334,1341.5,51.0,1973.31,17.0,0.5,2970.4850220454646,888.3158330434512
n2004-04-12-17.rf.pcm.dynspec,53107.71301176673,1341.5,51.0,1941.4,21.0,0.5,3630.0971120642057,4708.39452909263
n2004-04-12-17.rf.pcm.dynspec,53107.71493234824,1341.5,51.0,3823.43,41.0,0.5,9528.211150459354,2751.764231126281
n2004-04-13-14.rf.pcm.dynspec,53107.738575610034,1340.75,49.5,1903.27,192.0,0.5,19765.67929957668,1945.829315877517
n2004-04-14-20.rf.pcm.dynspec,53109.81004403987,1341.5,51.0,4013.29,39.0,0.5,24291.340081427417,15724.35666383748
n2004-06-10-09.rf.pcm.dynspec,53166.404865486234,1340.75,49.5,1940.22,17.0,0.5,2556.3142652483243,1274.6124045627812
n2004-06-12-09.rf.pcm.dynspec,53168.39099734831,1340.75,49.5,1938.9,17.0,0.5,2807.240289867461,1290.6281050195041
n2004-06-25-12.rf.pcm.dynspec,53181.51108084764,1341.0,50.0,3858.0,17.0,0.5,2021.0669769102317,281.1657548040913
n2004-08-10-04.rf.pcm.dynspec,53227.19848567211,1341.0,50.0,2750.9,17.0,0.5,5722.621300052284,4386.9881504629375
n2004-08-31-09.rf.pcm.dynspec,53248.38869410071,1341.5,51.0,3854.73,17.0,0.5,5770.197412453339,4479.049469610687
n2004-09-11-09.rf.pcm.dynspec,53259.384191676414,1341.5,51.0,3854.21,17.0,0.5,6950.88108936998,3135.0017287864675
n2004-11-06-00.rf.pcm.dynspec,53315.02136775121,1341.5,51.0,3835.38,17.0,0.5,4444.336412159114,2615.1385541969407
n2004-11-08-03.rf.pcm.dynspec,53317.13584676371,1341.5,51.0,3066.72,17.0,0.5,6450.891465735734,2904.1032607735306
n2004-12-01-20.rf.pcm.dynspec,53340.84521033731,1341.5,51.0,3858.19,17.0,0.5,1287.686759083592,146.7204649963124
n2005-01-04-19.rf.pcm.dynspec,53374.80473577351,1341.5,51.0,3856.75,17.0,0.5,15962.538512341274,9227.996427099788
n2005-01-07-21.rf.pcm.dynspec,53377.88087244204,1341.5,51.0,3858.0,17.0,0.5,3268.5219389345384,836.6115724578051
n2005-02-17-14.rf.pcm.dynspec,53418.60713161401,1341.5,51.0,3531.23,17.0,0.5,22253.265041322375,8577.560285623047
n2005-03-01-23.rf.pcm.dynspec,53430.96952984903,1341.5,51.0,2274.46,17.0,0.5,13239.063685940131,6604.327854180561
n2005-03-23-12.rf.pcm.dynspec,53452.53517559501,1341.5,51.0,1542.93,17.0,0.5,2601.500545949453,1403.3565772663478
n2005-03-23-13.rf.pcm.dynspec,53452.55828893331,1341.5,51.0,1860.01,17.0,0.5,1807.0168515410687,755.7599538440284
n2005-04-23-14.rf.pcm.dynspec,53483.60460893634,1341.5,51.0,3856.69,17.0,0.5,6822.8013739486705,2755.4077916499323
n2005-05-26-13.rf.pcm.dynspec,53516.54753677251,1341.5,51.0,3857.8,17.0,0.5,505.5444241487543,116.98814857523442
n2005-06-27-16.rf.pcm.dynspec,53548.678045910514,1341.5,51.0,2826.79,17.0,0.5,678.6598203704789,80.59548949985894
n2005-06-27-17.rf.pcm.dynspec,53548.72040707351,1341.5,51.0,2596.63,17.0,0.5,1797.4233446221128,673.7455538597748
n2005-07-31-04.rf.pcm.dynspec,53582.19324261741,1341.5,51.0,3064.57,17.0,0.5,2398.643279405128,488.6672817242113
n2005-12-19-20.rf.pcm.dynspec,53723.85897733511,1404.75,49.5,3883.58,67.0,0.49999,13560.508521255524,7946.949320317682
n2005-12-20-19.rf.pcm.dynspec,53724.80804085961,1404.0,45.0,3883.51,67.0,0.49999,5880.667892282949,1951.7874041389014
n2006-01-02-17.rf.pcm.dynspec,53737.73385128781,1404.0,45.0,3748.35,67.0,0.49999,1224.7489563188012,247.5843221430522
n2006-01-04-17.rf.pcm.dynspec,53739.71947625131,1404.0,45.0,3874.77,67.0,0.49999,6672.9607636433975,3619.175710855245
n2006-03-02-14.rf.pcm.dynspec,53796.61072627771,1405.5,51.0,3873.74,67.0,0.49999,7152.483884449484,2941.0388551350175
n2006-04-07-15.rf.pcm.dynspec,53832.64276320861,1405.5,51.0,3874.26,67.0,0.49999,5175.166011492897,1197.0552812705942
n2006-05-11-10.rf.pcm.dynspec,53866.42909409241,1405.0,50.0,3727.67,67.0,0.49999,22329.60309542175,9650.213787483022
n2006-05-27-08.rf.pcm.dynspec,53882.37355026831,1405.5,51.0,3874.25,67.0,0.49999,26374.94088942184,8301.910864646905
n2006-06-14-09.rf.pcm.dynspec,53900.410123239606,1405.5,51.0,3731.7,67.0,0.49999,10773.70015059159,5374.664231583061
n2006-06-16-17.rf.pcm.dynspec,53902.74415088461,1405.5,51.0,2786.13,66.0,0.49999,982.9342519004824,172.25053950846254
n2006-07-01-05.rf.pcm.dynspec,53917.22434389461,1403.75,45.5,3873.09,67.0,0.49999,22055.633508878018,9772.785157173845
n2006-08-09-05.rf.pcm.dynspec,53956.21637321501,1403.75,45.5,3417.74,67.0,0.49999,24919.66631812316,9402.877461902375
n2006-10-20-00.rf.pcm.dynspec,54028.038363348605,1405.25,51.5,3847.49,8.0,0.49999,6394.826222401509,2503.41218792938
n2006-11-03-21.rf.pcm.dynspec,54042.8805970524,1405.5,51.0,3848.02,8.0,0.5,4406.362194124693,1751.3185922706084
n2006-11-26-20.rf.pcm.dynspec,54065.83963710641,1405.5,51.0,3874.84,67.0,0.49999,4636.085408053205,1199.3534344990917
n2006-12-17-05.rf.pcm.dynspec,54086.24822478271,1341.5,51.0,2738.56,67.0,0.5,11465.176220858868,3629.142667227554
n2007-01-21-03.rf.pcm.dynspec,54121.1492007009,1341.5,51.0,3023.58,67.0,0.50001,18851.687673507793,7934.557154283985
n2007-01-21-16.rf.pcm.dynspec,54121.7062608933,1340.0,45.0,1519.32,66.0,0.50001,2125.8256390770644,452.2209348638865
n2007-02-17-01.rf.pcm.dynspec,54148.0748951749,1340.0,45.0,3082.19,67.0,0.50001,10869.263940334073,4071.9990102789857
n2007-03-26-13.rf.pcm.dynspec,54185.5641082093,1340.0,45.0,3874.56,67.0,0.50001,10092.199694503302,3527.6558946644386
n2007-05-01-12.rf.pcm.dynspec,54221.51172817637,1341.5,51.0,3873.09,67.0,0.5,28215.645995127743,7737.535317120012
n2007-06-04-18.rf.pcm.dynspec,54255.7688302668,1339.75,44.5,3874.9,67.0,0.50001,1641.7942281715045,192.63336020878933
n2007-07-29-13.rf.pcm.dynspec,54310.5791543981,1403.75,44.5,3820.55,67.0,0.5,9885.743137282063,2636.9840705775014
n2007-12-17-18.rf.pcm.dynspec,54451.78164717511,1404.0,45.0,3822.81,67.0,0.49999,9011.934235836372,2450.7910687039966
n2008-01-01-17.rf.pcm.dynspec,54466.72955722471,1404.0,45.0,1376.8,66.0,0.49999,4473.10416213637,1214.7065319028438
n2008-01-01-18.rf.pcm.dynspec,54466.75371892297,1404.0,45.0,2592.06,67.0,0.49999,29237.530051508747,9277.783434815377
n2008-01-23-16.rf.pcm.dynspec,54488.700952579806,1404.0,45.0,3823.17,67.0,0.49999,3336.0914055033827,1609.0165298061274
n2008-03-01-14.rf.pcm.dynspec,54526.60473047541,1404.0,45.0,3824.91,67.0,0.49999,1376.884717966485,174.30197736949413
n2008-04-13-12.rf.pcm.dynspec,54569.50087656831,1404.0,45.0,3873.99,67.0,0.49999,8039.8211434725345,3120.45436134508
n2008-08-14-05.rf.pcm.dynspec,54692.22543640981,1405.5,51.0,3881.35,67.0,0.49999,1685469.7517251296,683.2932698241514
n2008-09-02-04.rf.pcm.dynspec,54711.17516518941,1405.5,51.0,3872.6,67.0,0.49999,13026.118578058453,7765.3990973927275
n2008-10-11-05.rf.pcm.dynspec,54750.22195286681,1404.0,45.0,3881.49,67.0,0.49999,20307.23593607307,7005.08131253028
n2008-12-30-17.rf.pcm.dynspec,54830.72367246261,1404.0,45.0,3880.25,67.0,0.49999,4573.997996609094,1125.231394394118
n2009-02-10-17.rf.pcm.dynspec,54872.73778109831,1404.0,45.0,3880.53,67.0,0.49999,7578.675788594985,2661.838368989843
n2009-04-09-18.rf.pcm.dynspec,54930.78501983269,1404.0,45.0,1925.23,66.0,0.49999,2578.578637825336,565.9715840321106
n2009-06-09-07.rf.pcm.dynspec,54991.32749685041,1404.0,45.0,3881.67,67.0,0.49999,27044.629584971055,8117.522426518795
n2009-11-10-21.rf.pcm.dynspec,55145.89830193861,1404.0,45.0,3873.1,67.0,0.49999,2136.558644365865,283.8745773244619
n2009-11-27-20.rf.pcm.dynspec,55162.84274642141,1404.0,45.0,3873.1,67.0,0.49999,3271.967248838481,1178.5025631445471
n2010-02-05-23.rf.pcm.dynspec,55232.98800082271,1404.25,44.5,3873.11,67.0,0.49999,1895.577893890337,699.9234620404795
n2010-06-01-19.rf.pcm.dynspec,55348.80234413853,1405.5,51.0,1779.3,66.0,0.5,6677.706045953759,1951.5799098687949
n2010-06-02-14.rf.pcm.dynspec,55349.61544577893,1405.5,51.0,3874.47,67.0,0.5,25778.4863835059,8811.626785134047
n2010-06-02-16.rf.pcm.dynspec,55349.69934635223,1405.5,51.0,3738.69,67.0,0.5,18429.519027560706,9394.468941974079
r070604_182639.rf.pcm.dynspec,54255.7691550996,1368.88,230.5,3794.99,60.0,0.25,1556.4525095507797,151.09172843306047
r070712_055550.rf.pcm.dynspec,54293.24722235326,1368.88,230.5,3869.98,60.0,0.25,2551.3074520806026,529.285276658634
r070729_135319.rf.pcm.dynspec,54310.57910879836,1369.25,229.75,3799.99,50.0,0.25,9683.96993326139,2280.6611410043674
r070813_064548.rf.pcm.dynspec,54325.28223388331,1369.75,228.75,3797.48,50.0,0.25,2356.7238357884066,358.8354133220222
r070911_010850.rf.pcm.dynspec,54354.04820598836,1369.0,230.25,3799.99,50.0,0.25,27629.435644175286,7155.178998383155
r071105_215541.rf.pcm.dynspec,54409.91406252941,1368.88,230.5,3800.01,50.0,0.25,24148.017361477014,8124.826574974803
r071202_201110.rf.pcm.dynspec,54436.84149310877,1368.88,230.5,3760.0,50.0,0.25,11515.057786779807,3131.2129034753607
r071230_180309.rf.pcm.dynspec,54464.75260412936,1368.88,230.5,3799.98,50.0,0.25,4576.938095123523,1094.9430163268387
r080121_170629.rf.pcm.dynspec,54486.713252205955,1368.88,230.5,3800.0,50.0,0.25,37291.992984426295,18455.89438496023
r080123_164838.rf.pcm.dynspec,54488.70086810246,1369.0,230.25,3800.0,50.0,0.25,2027.8002826340426,293.14350682503584
r080212_020431.rf.pcm.dynspec,54508.086863479366,1368.88,230.5,3150.0,50.0,0.25,1370.851415970882,275.899314433353
r080301_143013.rf.pcm.dynspec,54526.60486090757,1368.88,230.5,3839.99,60.0,0.25,1505.2931440272562,205.1451583612492
r080319_164938.rf.pcm.dynspec,54544.70162014377,1368.88,230.5,3840.0,60.0,0.25,2414.7509358505704,311.2358626843776
r080413_120039.rf.pcm.dynspec,54569.50092576497,1368.88,230.5,3839.99,60.0,0.25,6976.826682007166,1743.4541215350296
r080614_063800.rf.pcm.dynspec,54631.27696743397,1368.88,230.5,3839.99,60.0,0.25,7908.153861071821,2549.4423309294743
r090222_141059.rf.pcm.dynspec,54884.59143499057,1368.88,230.5,3839.99,60.0,0.25,8926.475409885623,1871.2723744391399
r090424_213602.rf.pcm.dynspec,54945.90057852038,1368.88,230.5,2099.99,60.0,0.25,16688.399772126024,5134.119442382823
r090701_064452.rf.pcm.dynspec,55013.28171261653,1368.88,230.5,3840.0,60.0,0.25,2407.2059498689405,412.94812319487266
r090726_054839.rf.pcm.dynspec,55038.24259243792,1368.88,230.5,3839.98,60.0,0.25,1574.6353132325287,253.19037669450745
r090901_084700.rf.pcm.dynspec,55075.36643489097,1368.88,230.5,3840.01,60.0,0.25,1287.8636879051871,184.28430542863427
r091012_095322.rf.pcm.dynspec,55116.41261563733,1368.88,230.5,3839.99,60.0,0.25,14587.956278710128,5860.316954869365
r091110_213249.rf.pcm.dynspec,55145.89826379223,1369.0,230.25,3839.99,60.0,0.25,3535.1038026370306,1054.811106022877
r091215_183601.rf.pcm.dynspec,55180.77557856098,1368.88,230.5,3839.99,60.0,0.25,14749.936946919557,4105.153429658679
r100106_165559.rf.pcm.dynspec,55202.70601844893,1368.88,230.5,3779.98,60.0,0.25,3358.567040623005,732.1450523156273
r100205_234200.rf.pcm.dynspec,55232.98796287083,1369.0,230.25,3770.0,60.0,0.25,1891.668467672771,252.60679823743925
r100220_014200.rf.pcm.dynspec,55247.07129624203,1368.88,230.5,1319.98,60.0,0.25,2123.646244510701,886.1200618906929
r100316_130213.rf.pcm.dynspec,55271.54374982057,1369.0,230.25,3780.98,60.0,0.25,2611.0098072430706,412.2390628051272
r100511_084412.rf.pcm.dynspec,55327.364583152375,1368.88,230.5,3839.99,60.0,0.25,2840.1863626295926,661.4897709420446
s080319_164941.rf.pcm.dynspec,54544.70162014377,1368.94,230.5,3840.0,60.0,0.125,2542.2977721405728,305.9669422993831
s080413_120040.rf.pcm.dynspec,54569.50092576497,1368.94,230.5,3779.99,60.0,0.125,7320.948735124927,1880.0841733351836
s080814_052402.rf.pcm.dynspec,54692.22557857912,1368.94,230.5,3839.98,60.0,0.125,5303.5324800412845,1926.334803137784
